ml,fold,groundtruth,predicted,TP,FP,dif,fileName
1_sabl,fold_6,2,3,1,2,1,IMG_4025_JPG.rf.8d3de7ea571de848fc149e176c6897c3.jpg
1_sabl,fold_6,1,1,0,1,0,20230512_151505-0-_jpg.rf.55f9872a1224dfaeaf8fca6da2616e98.jpg
1_sabl,fold_6,20,2,2,0,-18,IMG_20230512_150212_422_jpg.rf.e76cd69c3a527a0ab898b69fef489876.jpg
1_sabl,fold_6,6,3,3,0,-3,20230512_150139_jpg.rf.84eb5a1f5ed3efe7d09bc7dd51a476e8.jpg
1_sabl,fold_6,2,0,0,0,-2,20230512_145013_jpg.rf.5b923d696845fee91efca209fb16b8b7.jpg
1_sabl,fold_6,2,0,0,0,-2,20230512_153004_jpg.rf.362642eaeb26a8549f4da1202eebd478.jpg
1_sabl,fold_6,15,1,0,1,-14,20230512_153313_jpg.rf.77943aee7a7bf04a3db49e3f4dc00814.jpg
1_sabl,fold_6,1,1,1,0,0,20230512_153355_jpg.rf.8223bc454d4e607609c33d5982f02df2.jpg
1_sabl,fold_6,11,4,4,0,-7,20230512_151544_jpg.rf.3baf349b8c061da5ae2bbe4333bd3506.jpg
1_sabl,fold_6,4,3,2,1,-1,IMG_20230512_151443_jpg.rf.72eb3bb7a6af81a16f5db60357cc4e37.jpg
1_sabl,fold_6,18,15,15,0,-3,IMG_20230512_152317_jpg.rf.7f9c7624fac8ec2441ebdd0d2ba16ec5.jpg
1_sabl,fold_6,3,2,2,0,-1,IMG_20230512_145132_jpg.rf.d215e294ca9ff5ec89558b9b78083b48.jpg
1_sabl,fold_6,2,2,2,0,0,0230512_145400_jpg.rf.2839dc03d44af92c89a92bc7b644ab85.jpg
1_sabl,fold_6,1,0,0,0,-1,20230512_150224_jpg.rf.f64a4cfe331fa0a225b85de2782b4b40.jpg
1_sabl,fold_6,1,1,1,0,0,IMG_20230512_151810_jpg.rf.82616c1ceb56e348dbbddc1a08161690.jpg
1_sabl,fold_6,1,1,1,0,0,20230512_145333_jpg.rf.afbd586b0c1d9f54c3d3ea178568eb9d.jpg
1_sabl,fold_6,5,3,2,1,-2,230512_150144_jpg.rf.17c847f6562b5ceb1d19a0239be452dc.jpg
1_sabl,fold_6,5,3,1,2,-2,20230512_153523_jpg.rf.94e20d7417dcd4856650e05b3a708e35.jpg
1_sabl,fold_6,17,11,11,0,-6,IMG_20230512_152414_jpg.rf.2a84950ae556ac2909c0e739dbdb963e.jpg
1_sabl,fold_6,7,6,6,0,-1,IMG_4101_JPG.rf.8c4f8e4e10187eb9df93264151a1ed8d.jpg
1_sabl,fold_6,4,1,0,1,-3,230512_145050_jpg.rf.c9c628742a57d86b1f31849454a8559b.jpg
1_sabl,fold_6,2,2,2,0,0,20230512_151702_jpg.rf.0456f0fe756386f89c4b23d655ea901b.jpg
1_sabl,fold_6,13,5,2,3,-8,20230512_150113_jpg.rf.3a5a13ac96bac5c0e6e2c49bc83c904b.jpg
1_sabl,fold_6,11,5,3,2,-6,20230512_151044_jpg.rf.bd2efab172db3bb0ca6ce2ff37f6a8ca.jpg
1_sabl,fold_6,3,2,2,0,-1,20230512_145339-0-_jpg.rf.fea54fcbceb00e71f078268b9b40d178.jpg
1_sabl,fold_6,1,0,0,0,-1,20230512_150234_jpg.rf.f07768807cd91c66efa0a831a47227f2.jpg
1_sabl,fold_6,1,1,1,0,0,20230512_152328_jpg.rf.2ee5fc7202b8e73c23dedf7899bfd23d.jpg
1_sabl,fold_6,1,1,1,0,0,20230512_150736_jpg.rf.86dffaa733e76af31361da63d1f9c5be.jpg
1_sabl,fold_6,1,1,1,0,0,IMG_20230512_151152_632_jpg.rf.e78de54f18056ed239e1e53f8b27b606.jpg
1_sabl,fold_6,1,0,0,0,-1,IMG_20230512_145000_jpg.rf.08a86ebaadb5647031d884039f76ad3d.jpg
1_sabl,fold_6,5,5,4,1,0,MG_20230512_145246_jpg.rf.c35a60cd9e1280159604c5915a9e199e.jpg
1_sabl,fold_6,1,2,1,1,1,20230512_151222_jpg.rf.77904cc81033fc2ad3a414b07b9c1b2e.jpg
1_sabl,fold_6,14,9,7,2,-5,IMG_20230512_145147_jpg.rf.8cac9a120dccf5b1ce92992c1c714c4d.jpg
1_sabl,fold_6,18,6,5,1,-12,0201_jpg.rf.517ca1ec56a693f7c628bd07b5acdfc2.jpg
1_sabl,fold_6,1,1,1,0,0,20230512_151615_jpg.rf.3d0f727d5e2b61ba73995558758dffb3.jpg
1_sabl,fold_6,6,5,5,0,-1,IMG_4097_JPG.rf.4f85a4c675f81cdca11f141abb8d7c2d.jpg
1_sabl,fold_6,2,3,2,1,1,20230512_151705-0-_jpg.rf.3ca3d09e046dc693a1fb88dca9ebaa3b.jpg
1_sabl,fold_6,2,0,0,0,-2,20230512_153408_jpg.rf.b5d7a9cb1b0260613799e2d57092c4ec.jpg
1_sabl,fold_6,1,0,0,0,-1,IMG_20230512_151127_629_jpg.rf.f41df076266191a6a8a7eca7b189e061.jpg
1_sabl,fold_6,1,1,1,0,0,0028_jpg.rf.2103488effe87e7c2da4cf07f6ed7f75.jpg
1_sabl,fold_6,4,3,3,0,-1,IMG_4054_JPG.rf.c3d803491fea4d419a745a606ab372e6.jpg
1_sabl,fold_6,6,5,4,1,-1,0061_jpg.rf.9c87cf09deaf73a61f5ac233c2bdb702.jpg
1_sabl,fold_6,1,1,0,1,0,20230512_145032_jpg.rf.a2eb942256aef666c2ddc91b6c22b7a5.jpg
1_sabl,fold_6,1,0,0,0,-1,20230512_145138_jpg.rf.04549600bf4eee12b13c6119d3c35a78.jpg
1_sabl,fold_6,3,2,1,1,-1,20230512_150019_jpg.rf.3831013b1b3289f609c139cb5b3ee2d0.jpg
1_sabl,fold_6,5,1,1,0,-4,IMG_20230512_151248_jpg.rf.fd83e7f5d0f84675cb06da482f588b3b.jpg
1_sabl,fold_6,1,1,1,0,0,20230512_150810_jpg.rf.ca47a1fafa212b60e926b93e5eb8674b.jpg
1_sabl,fold_6,5,3,2,1,-2,20230512_145436_jpg.rf.f86063716cf890f2f2412ed2bc009f84.jpg
1_sabl,fold_6,12,2,2,0,-10,20230512_150103_jpg.rf.7c63165e8e1129a671cb603fa47109d8.jpg
1_sabl,fold_6,1,0,0,0,-1,0019_jpg.rf.f929e8c0a480b1ec40d48ffa32427490.jpg
1_sabl,fold_6,15,3,3,0,-12,20230512_151327_jpg.rf.d5fc64b9888dff7235c7da7317d07fc0.jpg
1_sabl,fold_6,15,4,4,0,-11,20230512_145239_jpg.rf.36d4ca0350293c4011bd19f94bc7867d.jpg
1_sabl,fold_6,9,3,3,0,-6,IMG_20230512_151048_jpg.rf.c92aa7d50112ca96c1f3bdd418f74d1c.jpg
1_sabl,fold_6,1,0,0,0,-1,IMG_3917_JPG.rf.7696994544924bd6d81ad9d1ace3f843.jpg
1_sabl,fold_6,5,1,1,0,-4,20230512_150057_jpg.rf.8739eeb8744698e06d085991ee1483d5.jpg
1_sabl,fold_6,7,4,4,0,-3,IMG_20230512_151223_jpg.rf.af08f6dc665fcecd42728873d339f65f.jpg
1_sabl,fold_6,9,7,6,1,-2,IMG_20230512_145259_jpg.rf.655fa0eaa10935cb21a8b2452c556c92.jpg
1_sabl,fold_6,2,0,0,0,-2,IMG_20230512_145024_jpg.rf.48184e0191f6dc0deaabedad53f15496.jpg
1_sabl,fold_6,13,9,8,1,-4,IMG_20230512_152228_454_jpg.rf.41bea2902570b7445e0f1ec3abc4a012.jpg
1_sabl,fold_6,3,1,1,0,-2,230512_150042_jpg.rf.333656aaee32bab812e48513c9f469d1.jpg
1_sabl,fold_6,2,1,1,0,-1,20230512_145431_jpg.rf.026561e5d2d5a23868267be144014c1a.jpg
1_sabl,fold_6,2,2,1,1,0,IMG_4029_JPG.rf.5a655364af1d770d5e464fd022215d30.jpg
1_sabl,fold_7,12,10,10,0,-2,IMG_20230512_152242_316_jpg.rf.640eb728992e501ad35261a525ddcd6f.jpg
1_sabl,fold_7,21,7,7,0,-14,20230512_153312_jpg.rf.9bc8be12c2f1c3b853b5dd7ce2de2445.jpg
1_sabl,fold_7,1,1,1,0,0,IMG_4043_JPG.rf.3fd3ae2706b1bd88e07090f3f20fe829.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_145250_jpg.rf.effdab3112b728049f9a595e68cc1fbe.jpg
1_sabl,fold_7,2,0,0,0,-2,IMG_3845_JPG.rf.99db8c1cc5267eb444c95ebe84cd88ba.jpg
1_sabl,fold_7,2,2,2,0,0,20230512_151759-0-_jpg.rf.9397d17b6e9b50b8b3327c1f6e7e4e13.jpg
1_sabl,fold_7,23,13,11,2,-10,20230512_153047_jpg.rf.c2e7222d0e6d439a279014b9de708707.jpg
1_sabl,fold_7,1,0,0,0,-1,IMG_20230512_144936_jpg.rf.02a75ef0c1666837558e6b5e99086463.jpg
1_sabl,fold_7,4,3,2,1,-1,IMG_20230512_145250_052_jpg.rf.22501a15b7ee521908502f0562f1943b.jpg
1_sabl,fold_7,1,0,0,0,-1,IMG_20230512_151943_jpg.rf.245470432c5353d43170f1aa8d72aa47.jpg
1_sabl,fold_7,15,10,8,2,-5,20230512_152312_jpg.rf.27e0a448e297ab33c52fb903a0a61757.jpg
1_sabl,fold_7,22,2,0,2,-20,IMG_20230512_150103_jpg.rf.0a6f19ce6332956f8b29791a9f2bfd27.jpg
1_sabl,fold_7,18,0,0,0,-18,20230512_150003_jpg.rf.4bee1a84712696acd3c6434f86ac8310.jpg
1_sabl,fold_7,3,3,2,1,0,20230512_150158_jpg.rf.38b8f697e558e1ec0f9c87c946a7c86d.jpg
1_sabl,fold_7,3,1,1,0,-2,20230512_145319_jpg.rf.cd5fadb6c5fddffa67d73b8b37272f64.jpg
1_sabl,fold_7,30,0,0,0,-30,20230512_150004_jpg.rf.495dbb753fb5fd527e14101c52213803.jpg
1_sabl,fold_7,1,1,1,0,0,20230512_151613_jpg.rf.e0b45cee6190ca8866233157c4462548.jpg
1_sabl,fold_7,0,21,0,21,21,IMG_20230512_150254_jpg.rf.a5c0f01d411bde413dbb553e6557c16f.jpg
1_sabl,fold_7,2,1,0,1,-1,IMG_20230512_145306_094_jpg.rf.09cc5cc7fd6ffa704dffb84466385562.jpg
1_sabl,fold_7,16,7,6,1,-9,20230512_152241_jpg.rf.9b0739a668aaaecd1a1d3e7bf8b2688f.jpg
1_sabl,fold_7,1,1,1,0,0,20230512_145417_jpg.rf.db3be61a74c7e02c4d1054b72f46745b.jpg
1_sabl,fold_7,7,4,3,1,-3,20230512_151546_jpg.rf.650e7a29638d0dabdf27fcfefcab07cb.jpg
1_sabl,fold_7,3,4,3,1,1,20230512_152322_jpg.rf.53fd89be056ce49374a18ace4aa4f447.jpg
1_sabl,fold_7,2,1,0,1,-1,20230512_150824_jpg.rf.9590430380cde837c5b86f877c2bf080.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_151604_jpg.rf.39e93e2b60bed55a4fb26d60d17f81ce.jpg
1_sabl,fold_7,6,7,6,1,1,20230512_152250_jpg.rf.0c23d9c9105722daa1a62bbed8129065.jpg
1_sabl,fold_7,10,3,3,0,-7,20230512_153314_jpg.rf.fdc2e0650616a2e23fae79ddbc6b98bb.jpg
1_sabl,fold_7,1,2,1,1,1,20230512_151540_jpg.rf.6fc0f7a0e69e619bbef3fea84a825105.jpg
1_sabl,fold_7,9,1,1,0,-8,IMG_20230512_150115_jpg.rf.93d6ec31991ffdb896e9bf82280f1f99.jpg
1_sabl,fold_7,19,0,0,0,-19,20230512_150010_jpg.rf.620f860344c0524a1ea0d2095e555387.jpg
1_sabl,fold_7,1,0,0,0,-1,0230512_145318_jpg.rf.98f8a12ed2e48f7e62edcc542f5a7a3b.jpg
1_sabl,fold_7,9,2,1,1,-7,20230512_151513_jpg.rf.9ba62843997a0b42cb30d66d35cfe761.jpg
1_sabl,fold_7,2,3,2,1,1,20230512_145051_jpg.rf.603261488d01ac12c49ce95447252a07.jpg
1_sabl,fold_7,3,3,1,2,0,20230512_151745_jpg.rf.26e57cd112d09282bbedc612b9e3bddc.jpg
1_sabl,fold_7,29,14,8,6,-15,IMG_20230512_150104_jpg.rf.d5cb8950b8524a6e8b69b37121f816be.jpg
1_sabl,fold_7,11,9,9,0,-2,IMG_20230512_151854_jpg.rf.96120163430ff0d69f2a3b4c65cf13be.jpg
1_sabl,fold_7,1,1,0,1,0,20230512_151443_jpg.rf.02c0d1f9196b0a7db17357b113fa32ed.jpg
1_sabl,fold_7,4,3,3,0,-1,0059_jpg.rf.9ac56781472ffe9dda122b176baf1512.jpg
1_sabl,fold_7,8,5,4,1,-3,IMG_20230512_145441_jpg.rf.6b7c2d8bfc0ced9198b112d0d6ade7e2.jpg
1_sabl,fold_7,11,3,2,1,-8,20230512_145235_jpg.rf.7588a0153c1b25a775a82b15cb976f2d.jpg
1_sabl,fold_7,1,1,1,0,0,IMG_20230512_151147_269_jpg.rf.6170f9ba05705d7d45cbb1c21073f67c.jpg
1_sabl,fold_7,3,2,1,1,-1,20230512_150145_jpg.rf.8935abf1c95d41b2b953913a4d6f31f7.jpg
1_sabl,fold_7,14,11,10,1,-3,IMG_20230512_152216_096_jpg.rf.adf03897848531ce89d004439a8fa974.jpg
1_sabl,fold_7,13,2,2,0,-11,IMG_20230512_150128_jpg.rf.4b6044488f522150e791a223d8868723.jpg
1_sabl,fold_7,15,7,7,0,-8,20230512_151529_jpg.rf.13e844f081c4efeefda4af063187f6d3.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_151036_jpg.rf.f3b838a0faab4c3495dd44281c87539d.jpg
1_sabl,fold_7,1,1,1,0,0,IMG_20230512_150926_jpg.rf.592b75864e594302b259312be28a0792.jpg
1_sabl,fold_7,6,2,2,0,-4,IMG_20230512_150317_jpg.rf.ac25b1898213749cb0686c2bc3130301.jpg
1_sabl,fold_7,4,2,2,0,-2,0004_jpg.rf.cad1f4f7c2a5a911d6d1cdfa5f75d055.jpg
1_sabl,fold_7,6,0,0,0,-6,20230512_150135_jpg.rf.d4fd2dcfb498280a8309f6f9fbf3b816.jpg
1_sabl,fold_7,11,3,3,0,-8,IMG_20230512_151556_798_jpg.rf.64e451fae797a84c7394203ef45fb0a5.jpg
1_sabl,fold_7,13,8,6,2,-5,IMG_20230512_152158_858_jpg.rf.1a8b5fd8c9168917604cd153b5720b1d.jpg
1_sabl,fold_7,37,7,5,2,-30,0512_150144_jpg.rf.eb6f48f566e7b2e533d3c169bb9783b0.jpg
1_sabl,fold_7,1,1,1,0,0,20230512_151643_jpg.rf.cd8dd51a7f1332798879f4e5d7e928f6.jpg
1_sabl,fold_7,3,1,0,1,-2,20230512_150301_jpg.rf.9f5a1e2491eb0f23ad2976622defdd66.jpg
1_sabl,fold_7,1,1,1,0,0,20230512_145434_jpg.rf.c6e724cc40d69fabc8ce6dc7f102385b.jpg
1_sabl,fold_7,3,2,2,0,-1,0230512_145050_jpg.rf.2803b267b643801d5d6b63fa2d927f37.jpg
1_sabl,fold_7,1,0,0,0,-1,IMG_20230512_144948_jpg.rf.982c926a32fe1a245ffd566259fcb9bb.jpg
1_sabl,fold_7,6,2,2,0,-4,20230512_152308_jpg.rf.bfaaf2477f56005e5db4ac2d8a0dd0a7.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_144954_jpg.rf.b91c4aef38ae9c4f6e5c0bcc155cdbb9.jpg
1_sabl,fold_7,2,1,0,1,-1,20230512_145012_jpg.rf.7e7325fc33c5f9d9c92a4f4f8c48bd73.jpg
1_sabl,fold_7,3,2,2,0,-1,20230512_151626_jpg.rf.ce9aac74e8994e1b51e9f517df6a0830.jpg
1_sabl,fold_7,6,5,4,1,-1,IMG_20230512_145241_jpg.rf.298cf145f167e685da520bffba4d53a8.jpg
1_sabl,fold_7,4,3,2,1,-1,20230512_151307_jpg.rf.21fca3895ba4bf60b18eb9cd32d76ed9.jpg
1_sabl,fold_7,8,2,0,2,-6,20230512_150035_jpg.rf.590e7ece3e6e94d92163049b218f2085.jpg
1_sabl,fold_7,11,2,1,1,-9,20230512_144943_jpg.rf.6e882f14ce6985046782f1fb925495d2.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_151231_jpg.rf.4dc10049f8ecfe04ad41c2d1b1428792.jpg
1_sabl,fold_7,46,12,0,12,-34,20230512_153213_jpg.rf.9ee2b7f723899fca4419bd4e0c4eec72.jpg
1_sabl,fold_7,16,4,3,1,-12,IMG_20230512_153426_jpg.rf.13530953faa743fa6763be6d0ab583af.jpg
1_sabl,fold_7,2,0,0,0,-2,20230512_151459_jpg.rf.b5fc6223eb6e9549a2bed14367997348.jpg
1_sabl,fold_7,5,0,0,0,-5,IMG_20230512_145052_jpg.rf.1f1d0e8ea8a62acdeb924c64ae560628.jpg
1_sabl,fold_7,1,1,1,0,0,20230512_152330_jpg.rf.d9a6f6c4784e57ad912b6182a3fd0211.jpg
1_sabl,fold_7,1,1,1,0,0,0017_jpg.rf.324871efad4024d500a23b82191808a8.jpg
1_sabl,fold_7,1,1,1,0,0,IMG_20230512_150908_jpg.rf.753a3cfb7ff38bc8300418f88dbf331c.jpg
1_sabl,fold_7,2,3,2,1,1,20230512_151703_jpg.rf.2faae265964e4a8dd7c48f882318b9e2.jpg
1_sabl,fold_7,5,5,5,0,0,20230512_151812_jpg.rf.4e67fe81dff51295403e0c06c0621c2f.jpg
1_sabl,fold_7,1,1,0,1,0,20230512_153218_jpg.rf.64a3b9a40868420e3930fa153e76d395.jpg
1_sabl,fold_7,13,13,10,3,0,20230512_153010_jpg.rf.b8501fc8a709517e34e7cb69002aa015.jpg
1_sabl,fold_7,17,8,7,1,-9,0038_jpg.rf.3f55cd3c03a14d11b3849a2a910a3773.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_145247_jpg.rf.9d204b8a475593430db82a060e2456d1.jpg
1_sabl,fold_7,9,8,8,0,-1,20230512_151909_jpg.rf.aead0419a0a121c39fda16a03595ab78.jpg
1_sabl,fold_7,13,6,6,0,-7,20230512_153312-0-_jpg.rf.8f1668ec1eddb4c37aa8c4c6b04cdd81.jpg
1_sabl,fold_7,2,1,1,0,-1,0002_jpg.rf.11a670be82fdde02b205d9929f761ed7.jpg
1_sabl,fold_7,17,1,1,0,-16,20230512_150002_jpg.rf.264d90b8bb0bb75c8bbe433b3c221545.jpg
1_sabl,fold_7,12,7,7,0,-5,20230512_150200_jpg.rf.2582038eca240736fe94eb2ed6cae31e.jpg
1_sabl,fold_7,7,1,1,0,-6,20230512_150042_jpg.rf.613029bfbedc91e536387ccf8df16dd0.jpg
1_sabl,fold_7,2,1,1,0,-1,20230512_152249_jpg.rf.04c1bebce986183bedd854bb677da384.jpg
1_sabl,fold_7,2,2,2,0,0,20230512_151701_jpg.rf.819108571877bfd9f9063c78d807263f.jpg
1_sabl,fold_7,13,8,7,1,-5,IMG_20230512_145142_jpg.rf.fb2156626619cc38cf3127f70d63b5f0.jpg
1_sabl,fold_7,10,5,5,0,-5,20230512_145209_jpg.rf.2f0dfe951cb0a7165c942a2117e73f0d.jpg
1_sabl,fold_7,2,0,0,0,-2,20230512_145136_jpg.rf.852bd73d66d536a7a4ffbed448466961.jpg
1_sabl,fold_7,5,3,3,0,-2,IMG_20230512_151217_jpg.rf.04d3195207b1eb7346b1ba52c101a706.jpg
1_sabl,fold_7,8,0,0,0,-8,20230512_153130_jpg.rf.9b7bb97006640f6490a71f226200a2ca.jpg
1_sabl,fold_7,2,2,2,0,0,20230512_151638_jpg.rf.a0292d546f8d78bd93a8e0b8e16cdcad.jpg
1_sabl,fold_7,17,12,8,4,-5,20230512_150154_jpg.rf.89a63f38c3d9a5091806e13ec9a0b9d0.jpg
1_sabl,fold_7,8,6,6,0,-2,20230512_151851-0-_jpg.rf.fb46950ff8ddbfa6d4406784eb5e22b5.jpg
1_sabl,fold_7,33,1,1,0,-32,IMG_20230512_150352_jpg.rf.c1ca8bf250991c89b762984231b93a22.jpg
1_sabl,fold_7,9,5,4,1,-4,230512_150136_jpg.rf.1e2f1e90c67eb7b8f01703f120072671.jpg
1_sabl,fold_7,2,1,1,0,-1,0230512_145303_jpg.rf.48b2ec4c0dbde15f8f5f8b3bd2b59378.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_151014_jpg.rf.1daaabfd079316b6b36cd3f076521079.jpg
1_sabl,fold_7,7,0,0,0,-7,20230512_150115_jpg.rf.1e159ea5bb7c2543a1928c133ef9b549.jpg
1_sabl,fold_7,1,1,1,0,0,20230512_151753_jpg.rf.a14249ba89cecfaa73e632b588efdfd7.jpg
1_sabl,fold_7,2,3,2,1,1,20230512_151637_jpg.rf.a44f9c09520025824affd7d45589da18.jpg
1_sabl,fold_7,9,9,8,1,0,20230512_152217_jpg.rf.a958863ea2bb344fee3c8c7b29889838.jpg
1_sabl,fold_7,2,1,1,0,-1,MG_20230512_145032_jpg.rf.043a11012a2a8dcb1cee1fc40482b97d.jpg
1_sabl,fold_7,6,2,1,1,-4,IMG_3831_JPG.rf.5b9e206f11628659b685b91001a564e0.jpg
1_sabl,fold_7,10,4,2,2,-6,IMG_20230512_150826_018_jpg.rf.6cdf008f2fd91c8d5a59ecb707eb0a93.jpg
1_sabl,fold_7,8,8,7,1,0,IMG_4096_JPG.rf.8be1b70c0cb24617e853855e4e345ebe.jpg
1_sabl,fold_7,7,4,4,0,-3,0047_jpg.rf.f81c0ac4631d37256a41aa0d36e49744.jpg
1_sabl,fold_7,8,3,3,0,-5,IMG_20230512_151221_jpg.rf.1eaad9c5a6a8acb495445f202d82d696.jpg
1_sabl,fold_7,2,1,1,0,-1,230512_150056_jpg.rf.63fc419be91fa960c9fdd540582bc424.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_145435_jpg.rf.0381cab4fa18f72340c2377d16cc9660.jpg
1_sabl,fold_7,21,0,0,0,-21,IMG_20230512_153447_jpg.rf.f9b2e4987e37b091be6072cae946d663.jpg
1_sabl,fold_7,14,1,1,0,-13,20230512_150101_jpg.rf.cc96a2d607d78ec899d39fd65e3ffcef.jpg
1_sabl,fold_7,5,4,2,2,-1,0230512_145402_jpg.rf.b34ea25b1c9ac3f7cc8061e80027c857.jpg
1_sabl,fold_7,11,6,3,3,-5,IMG_20230512_145018_jpg.rf.d1613b46f617939d055c5b8c109e9fa3.jpg
1_sabl,fold_7,3,1,1,0,-2,IMG_20230512_145338_jpg.rf.079f726ce175cc710ca12b4c3caa612c.jpg
1_sabl,fold_7,6,5,3,2,-1,20230512_145402_jpg.rf.2adab9c4657dc31e00e7139d61d9500a.jpg
1_sabl,fold_7,11,10,10,0,-1,0046_jpg.rf.e1528b2cf27767ce9998ebd79d287f47.jpg
1_sabl,fold_7,1,0,0,0,-1,0023_jpg.rf.816619f3269b0637f700332186be4dc7.jpg
1_sabl,fold_7,5,3,3,0,-2,IMG_3994_JPG.rf.3f53434cd9176d3f8187cface46b0ee0.jpg
1_sabl,fold_7,6,3,3,0,-3,20230512_150209_jpg.rf.386fa5331924ef6713a22c58b720e320.jpg
1_sabl,fold_7,5,1,1,0,-4,230512_150029_jpg.rf.12bae245124889830af4fc74e9e52dc8.jpg
1_sabl,fold_7,4,4,4,0,0,20230512_152303_jpg.rf.51286f7b0969a38d9408ce913d70bf49.jpg
1_sabl,fold_7,5,4,4,0,-1,20230512_145222_jpg.rf.fd35bc6270e794e1ad0a42037bded3b6.jpg
1_sabl,fold_7,9,7,7,0,-2,20230512_151906_jpg.rf.898831e6903935bdc29051a4dc1aec5d.jpg
1_sabl,fold_7,40,1,1,0,-39,IMG_20230512_153257_jpg.rf.d9dc811045c5a29bd9426b22f724b734.jpg
1_sabl,fold_7,3,2,2,0,-1,20230512_151140_jpg.rf.7db6428b7e2bbbef7dd568e63b356863.jpg
1_sabl,fold_7,1,0,0,0,-1,IMG_20230512_153421_jpg.rf.6158f971c571c6c40a9f73c5154fea7e.jpg
1_sabl,fold_7,3,2,2,0,-1,IMG_3991_JPG.rf.956960577cc9ffaab083d7a4f4c5bd11.jpg
1_sabl,fold_7,10,2,2,0,-8,20230512_150040_jpg.rf.aa50ac3e2a5a2042940711140afd2b9a.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_151227_jpg.rf.27d11f08dc002dbce0c7ab80e18ba38a.jpg
1_sabl,fold_7,4,3,3,0,-1,IMG_20230512_151208_jpg.rf.be5e6b4532e99f11dd349cc77c5094ca.jpg
1_sabl,fold_7,1,1,1,0,0,IMG_20230512_150835_jpg.rf.5163b3bd6692963a73a0e71f347963cd.jpg
1_sabl,fold_7,1,2,1,1,1,20230512_153356_jpg.rf.4d48f88351e5397a697a75c05a09f970.jpg
1_sabl,fold_7,2,4,2,2,2,20230512_151054_jpg.rf.7c0b5c7091bc1f6a8f74bc553c645583.jpg
1_sabl,fold_7,8,4,4,0,-4,20230512_151856_jpg.rf.e796d63958aed52d331329de4229f784.jpg
1_sabl,fold_7,42,0,0,0,-42,20230512_150217_jpg.rf.43a34e583d3360fb03c78ebcf6334f2b.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_151616_jpg.rf.319cd6543513a0db4c94621f3c78c207.jpg
1_sabl,fold_7,1,0,0,0,-1,20230512_145235_jpg.rf.609ee666fef18c181192a729599f029f.jpg
1_sabl,fold_7,17,0,0,0,-17,IMG_20230512_150105_jpg.rf.570debb8303e1ced483c9d4a2731ffec.jpg
1_sabl,fold_7,15,11,10,1,-4,IMG_20230512_153006_493_jpg.rf.8cb0e9085e5e5a8d382f8e2647075293.jpg
1_sabl,fold_7,1,1,1,0,0,20230512_151335_jpg.rf.28b2031d23e55f8020b7aa20b9efc752.jpg
1_sabl,fold_7,1,0,0,0,-1,IMG_20230512_145233_jpg.rf.d273d9a04013a4fdb680069c5f2e4780.jpg
1_sabl,fold_7,1,2,1,1,1,IMG_3841_JPG.rf.adc4a928f5d56c89691b1d5525a2cb06.jpg
1_sabl,fold_7,23,3,0,3,-20,20230512_150127_jpg.rf.f6e969d7228c49f8b298a15c5ea0d88d.jpg
1_sabl,fold_7,8,1,0,1,-7,20230512_150319_jpg.rf.71d19e64b856b04c9ab111407595de18.jpg
1_sabl,fold_7,8,3,2,1,-5,20230512_151037_jpg.rf.85e4a64b3db494811f84775d729cc9e7.jpg
1_sabl,fold_7,1,0,0,0,-1,IMG_4393_JPG.rf.47566015c2485f15e5114808d8a0d4ed.jpg
1_sabl,fold_7,2,2,2,0,0,IMG_20230512_151816_jpg.rf.8fba275d23a787980bb56f34532a5efd.jpg
1_sabl,fold_7,6,5,5,0,-1,20230512_151851_jpg.rf.96579435ffaa9d451e63a406f34fab4e.jpg
1_sabl,fold_7,3,2,0,2,-1,IMG_4388_JPG.rf.1ddaadb8d3afe73ea7e33c9a29acec1e.jpg
1_sabl,fold_7,19,3,3,0,-16,IMG_20230512_150059_992_jpg.rf.b49a36b89c3ed0b8925e2ad7f1b905b9.jpg
1_sabl,fold_7,13,9,9,0,-4,230512_150153_jpg.rf.fb4c5b04651624464aee8747090f6cee.jpg
1_sabl,fold_7,9,2,1,1,-7,20230512_150329_jpg.rf.fd5367a6796a2fc3f0181a6e4c4b9513.jpg
1_sabl,fold_7,1,0,0,0,-1,230512_150122_jpg.rf.d2ef84171022dfe6b7f85166ab202b72.jpg
1_sabl,fold_7,6,3,3,0,-3,IMG_20230512_151041_jpg.rf.eda52b9119a16dac9d1d2632ea4d34bd.jpg
1_sabl,fold_8,26,0,0,0,-26,20230512_153257_jpg.rf.b0ed75a4fd63f8fa4923e04bdb1c38e2.jpg
1_sabl,fold_8,7,0,0,0,-7,20230512_152257_jpg.rf.25eef75e9cfc61b58dc03da8328d53ad.jpg
1_sabl,fold_8,9,0,0,0,-9,230512_150137_jpg.rf.a07a63205732aea6ea773793a5a4e25c.jpg
